"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","GENDER","CHARTER STATUS","GRADE","ENROLLMENT"
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","MALE","OPEN ENROLLMENT CHARTER","Grade 2",194
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","FEMALE","OPEN ENROLLMENT CHARTER","Grade 3",220
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","MALE","OPEN ENROLLMENT CHARTER","Grade 3",194
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","FEMALE","OPEN ENROLLMENT CHARTER","Grade 4",214
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","MALE","OPEN ENROLLMENT CHARTER","Grade 4",203
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",243
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","MALE","OPEN ENROLLMENT CHARTER","Grade 5",264
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",299
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","MALE","OPEN ENROLLMENT CHARTER","Grade 6",308
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",242
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","MALE","OPEN ENROLLMENT CHARTER","Grade 7",257
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",261
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","MALE","OPEN ENROLLMENT CHARTER","Grade 8",256
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","FEMALE","OPEN ENROLLMENT CHARTER","Grade 9",151
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","MALE","OPEN ENROLLMENT CHARTER","Grade 9",155
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","FEMALE","OPEN ENROLLMENT CHARTER","Grade 10",112
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","MALE","OPEN ENROLLMENT CHARTER","Grade 10",118
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","FEMALE","OPEN ENROLLMENT CHARTER","Grade 11",84
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","MALE","OPEN ENROLLMENT CHARTER","Grade 11",98
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","FEMALE","OPEN ENROLLMENT CHARTER","Grade 12",105
"2018-2019",04,"HARRIS COUNTY",101858,"HARMONY SCHOOL OF EXCELLENCE","MALE","OPEN ENROLLMENT CHARTER","Grade 12",98
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Kindergarten",39
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Kindergarten",41
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 1",32
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 1",46
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 2",38
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 2",35
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 3",32
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 3",36
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 4",28
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 4",29
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",26
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 5",31
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",17
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 6",12
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",14
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 7",17
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",14
"2018-2019",04,"HARRIS COUNTY",101859,"STEP CHARTER SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 8",18
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Pre-kindergarten",87
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Pre-kindergarten",77
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Kindergarten",90
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Kindergarten",77
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 1",87
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 1",71
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 2",81
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 2",75
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 3",67
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 3",64
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 4",64
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 4",63
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",80
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 5",54
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",49
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 6",44
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",33
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 7",34
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",25
"2018-2019",04,"HARRIS COUNTY",101861,"THE RHODES SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 8",14
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","FEMALE","OPEN ENROLLMENT CHARTER","Kindergarten",136
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","MALE","OPEN ENROLLMENT CHARTER","Kindergarten",152
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","FEMALE","OPEN ENROLLMENT CHARTER","Grade 1",115
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","MALE","OPEN ENROLLMENT CHARTER","Grade 1",136
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","FEMALE","OPEN ENROLLMENT CHARTER","Grade 2",155
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","MALE","OPEN ENROLLMENT CHARTER","Grade 2",128
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","FEMALE","OPEN ENROLLMENT CHARTER","Grade 3",127
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","MALE","OPEN ENROLLMENT CHARTER","Grade 3",128
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","FEMALE","OPEN ENROLLMENT CHARTER","Grade 4",121
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","MALE","OPEN ENROLLMENT CHARTER","Grade 4",127
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",100
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","MALE","OPEN ENROLLMENT CHARTER","Grade 5",153
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",193
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","MALE","OPEN ENROLLMENT CHARTER","Grade 6",188
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",167
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","MALE","OPEN ENROLLMENT CHARTER","Grade 7",184
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",175
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","MALE","OPEN ENROLLMENT CHARTER","Grade 8",173
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","FEMALE","OPEN ENROLLMENT CHARTER","Grade 9",171
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","MALE","OPEN ENROLLMENT CHARTER","Grade 9",159
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","FEMALE","OPEN ENROLLMENT CHARTER","Grade 10",149
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","MALE","OPEN ENROLLMENT CHARTER","Grade 10",145
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","FEMALE","OPEN ENROLLMENT CHARTER","Grade 11",125
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","MALE","OPEN ENROLLMENT CHARTER","Grade 11",125
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","FEMALE","OPEN ENROLLMENT CHARTER","Grade 12",133
"2018-2019",04,"HARRIS COUNTY",101862,"HARMONY SCHOOL OF SCIENCE - HOUSTO","MALE","OPEN ENROLLMENT CHARTER","Grade 12",117
"2018-2019",04,"HARRIS COUNTY",101864,"THE LAWSON ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",41
"2018-2019",04,"HARRIS COUNTY",101864,"THE LAWSON ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 6",42
"2018-2019",04,"HARRIS COUNTY",101864,"THE LAWSON ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",38
"2018-2019",04,"HARRIS COUNTY",101864,"THE LAWSON ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 7",31
"2018-2019",04,"HARRIS COUNTY",101864,"THE LAWSON ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",44
"2018-2019",04,"HARRIS COUNTY",101864,"THE LAWSON ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 8",30
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 3",10
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 3",6
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 4",8
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 4",12
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",12
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 5",21
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",32
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 6",30
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",31
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 7",29
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",21
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 8",45
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 9",28
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 9",51
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 10",24
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 10",27
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 11",20
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 11",30
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 12",18
"2018-2019",04,"HARRIS COUNTY",101868,"THE PRO-VISION ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 12",23
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Kindergarten",50
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Kindergarten",43
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 1",43
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 1",48
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 2",45
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 2",36
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 3",48
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 3",33
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 4",43
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 4",36
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",44
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 5",31
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",31
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 6",24
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",26
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 7",27
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",14
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 8",14
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 9",11
"2018-2019",04,"HARRIS COUNTY",101870,"BETA ACADEMY","MALE","OPEN ENROLLMENT CHARTER","Grade 9",8
"2018-2019",04,"HARRIS COUNTY",101871,"A+ UNLIMITED POTENTIAL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",41
"2018-2019",04,"HARRIS COUNTY",101871,"A+ UNLIMITED POTENTIAL","MALE","OPEN ENROLLMENT CHARTER","Grade 6",23
"2018-2019",04,"HARRIS COUNTY",101871,"A+ UNLIMITED POTENTIAL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",18
"2018-2019",04,"HARRIS COUNTY",101871,"A+ UNLIMITED POTENTIAL","MALE","OPEN ENROLLMENT CHARTER","Grade 7",49
"2018-2019",04,"HARRIS COUNTY",101871,"A+ UNLIMITED POTENTIAL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",15
"2018-2019",04,"HARRIS COUNTY",101871,"A+ UNLIMITED POTENTIAL","MALE","OPEN ENROLLMENT CHARTER","Grade 8",34
"2018-2019",04,"HARRIS COUNTY",101872,"ETOILE ACADEMY CHARTER SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",29
"2018-2019",04,"HARRIS COUNTY",101872,"ETOILE ACADEMY CHARTER SCHOOL","MALE","OPEN ENROLLMENT CHARTER","Grade 5",36
"2018-2019",04,"HARRIS COUNTY",101873,"YELLOWSTONE COLLEGE PREPARATORY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 5",32
"2018-2019",04,"HARRIS COUNTY",101873,"YELLOWSTONE COLLEGE PREPARATORY","MALE","OPEN ENROLLMENT CHARTER","Grade 5",18
"2018-2019",04,"HARRIS COUNTY",101873,"YELLOWSTONE COLLEGE PREPARATORY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",45
"2018-2019",04,"HARRIS COUNTY",101873,"YELLOWSTONE COLLEGE PREPARATORY","MALE","OPEN ENROLLMENT CHARTER","Grade 6",34
"2018-2019",04,"HARRIS COUNTY",101873,"YELLOWSTONE COLLEGE PREPARATORY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",26
"2018-2019",04,"HARRIS COUNTY",101873,"YELLOWSTONE COLLEGE PREPARATORY","MALE","OPEN ENROLLMENT CHARTER","Grade 7",32
"2018-2019",04,"HARRIS COUNTY",101873,"YELLOWSTONE COLLEGE PREPARATORY","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",24
"2018-2019",04,"HARRIS COUNTY",101873,"YELLOWSTONE COLLEGE PREPARATORY","MALE","OPEN ENROLLMENT CHARTER","Grade 8",16
"2018-2019",04,"HARRIS COUNTY",101874,"LEGACY SCHOOL OF SPORT SCIENCES","FEMALE","OPEN ENROLLMENT CHARTER","Grade 6",21
"2018-2019",04,"HARRIS COUNTY",101874,"LEGACY SCHOOL OF SPORT SCIENCES","MALE","OPEN ENROLLMENT CHARTER","Grade 6",61
"2018-2019",04,"HARRIS COUNTY",101874,"LEGACY SCHOOL OF SPORT SCIENCES","FEMALE","OPEN ENROLLMENT CHARTER","Grade 7",23
"2018-2019",04,"HARRIS COUNTY",101874,"LEGACY SCHOOL OF SPORT SCIENCES","MALE","OPEN ENROLLMENT CHARTER","Grade 7",46
"2018-2019",04,"HARRIS COUNTY",101874,"LEGACY SCHOOL OF SPORT SCIENCES","FEMALE","OPEN ENROLLMENT CHARTER","Grade 8",31
"2018-2019",04,"HARRIS COUNTY",101874,"LEGACY SCHOOL OF SPORT SCIENCES","MALE","OPEN ENROLLMENT CHARTER","Grade 8",49
"2018-2019",04,"HARRIS COUNTY",101874,"LEGACY SCHOOL OF SPORT SCIENCES","FEMALE","OPEN ENROLLMENT CHARTER","Grade 9",21
"2018-2019",04,"HARRIS COUNTY",101874,"LEGACY SCHOOL OF SPORT SCIENCES","MALE","OPEN ENROLLMENT CHARTER","Grade 9",60
"2018-2019",04,"HARRIS COUNTY",101874,"LEGACY SCHOOL OF SPORT SCIENCES","FEMALE","OPEN ENROLLMENT CHARTER","Grade 10",12
"2018-2019",04,"HARRIS COUNTY",101874,"LEGACY SCHOOL OF SPORT SCIENCES","MALE","OPEN ENROLLMENT CHARTER","Grade 10",28
"2018-2019",04,"HARRIS COUNTY",101874,"LEGACY SCHOOL OF SPORT SCIENCES","FEMALE","OPEN ENROLLMENT CHARTER","Grade 11",10
"2018-2019",04,"HARRIS COUNTY",101874,"LEGACY SCHOOL OF SPORT SCIENCES","MALE","OPEN ENROLLMENT CHARTER","Grade 11",31
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",79
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","MALE","TRADITIONAL ISD/CSD","Early Education",213
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",2016
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",2029
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",2231
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",2255
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",2434
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",2493
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",2406
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",2547
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",2497
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",2591
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",2712
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",2667
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",2531
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",2497
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",2483
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",2588
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",2375
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",2468
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",2291
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",2399
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",2480
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",2707
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",2251
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",2382
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",2112
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",2070
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",2049
"2018-2019",04,"HARRIS COUNTY",101902,"ALDINE ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",2001
"2018-2019",04,"HARRIS COUNTY",101903,"ALIEF ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",49
"2018-2019",04,"HARRIS COUNTY",101903,"ALIEF ISD","MALE","TRADITIONAL ISD/CSD","Early Education",133
