"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Group","Gender Name","Enrollment by Gender"
"2017-2018",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"ISCHOOL HIGH AT THE WOODLANDS",221801056,"HIGH SCHOOL","Female",147
"2017-2018",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"ISCHOOL HIGH AT THE WOODLANDS",221801056,"HIGH SCHOOL","Male",114
"2017-2018",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"ISCHOOL HIGH AT UNIVERSITY PARK",221801051,"ELEMENTARY / SECONDARY","Female",181
"2017-2018",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"ISCHOOL HIGH AT UNIVERSITY PARK",221801051,"ELEMENTARY / SECONDARY","Male",147
"2017-2018",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"ISCHOOL HIGH OF HICKORY CREEK",221801041,"HIGH SCHOOL","Female",11
"2017-2018",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"ISCHOOL HIGH OF HICKORY CREEK",221801041,"HIGH SCHOOL","Male",15
"2017-2018",10,"ELLIS COUNTY","ITALY ISD",070907,"ITALY H S",070907001,"HIGH SCHOOL","Female",127
"2017-2018",10,"ELLIS COUNTY","ITALY ISD",070907,"ITALY H S",070907001,"HIGH SCHOOL","Male",132
"2017-2018",12,"HILL COUNTY","ITASCA ISD",109907,"ITASCA EL",109907101,"ELEMENTARY","Female",166
"2017-2018",12,"HILL COUNTY","ITASCA ISD",109907,"ITASCA EL",109907101,"ELEMENTARY","Male",184
"2017-2018",12,"HILL COUNTY","ITASCA ISD",109907,"ITASCA H S",109907001,"HIGH SCHOOL","Female",107
"2017-2018",12,"HILL COUNTY","ITASCA ISD",109907,"ITASCA H S",109907001,"HIGH SCHOOL","Male",93
"2017-2018",12,"HILL COUNTY","ITASCA ISD",109907,"ITASCA MIDDLE",109907041,"MIDDLE SCHOOL","Female",70
"2017-2018",12,"HILL COUNTY","ITASCA ISD",109907,"ITASCA MIDDLE",109907041,"MIDDLE SCHOOL","Male",72
"2017-2018",11,"TARRANT COUNTY","GRAPEVINE-COLLEYVILLE ISD",220906,"IUNIVERSITY PREP",220906007,"ELEMENTARY / SECONDARY","Female",444
"2017-2018",11,"TARRANT COUNTY","GRAPEVINE-COLLEYVILLE ISD",220906,"IUNIVERSITY PREP",220906007,"ELEMENTARY / SECONDARY","Male",171
"2017-2018",11,"TARRANT COUNTY","CROWLEY ISD",220912,"J A HARGRAVE EL",220912109,"ELEMENTARY","Female",260
"2017-2018",11,"TARRANT COUNTY","CROWLEY ISD",220912,"J A HARGRAVE EL",220912109,"ELEMENTARY","Male",299
"2017-2018",10,"ELLIS COUNTY","MIDLOTHIAN ISD",070908,"J A VITOVSKY EL",070908107,"ELEMENTARY","Female",287
"2017-2018",10,"ELLIS COUNTY","MIDLOTHIAN ISD",070908,"J A VITOVSKY EL",070908107,"ELEMENTARY","Male",312
"2017-2018",15,"BROWN COUNTY","BANGS ISD",025901,"J B STEPHENS EL",025901101,"ELEMENTARY","Female",159
"2017-2018",15,"BROWN COUNTY","BANGS ISD",025901,"J B STEPHENS EL",025901101,"ELEMENTARY","Male",182
"2017-2018",10,"COLLIN COUNTY","MCKINNEY ISD",043907,"J B WILMETH EL",043907122,"ELEMENTARY","Female",319
"2017-2018",10,"COLLIN COUNTY","MCKINNEY ISD",043907,"J B WILMETH EL",043907122,"ELEMENTARY","Male",352
"2017-2018",03,"DEWITT COUNTY","CUERO ISD",062901,"J C FRENCH EL",062901104,"ELEMENTARY","Female",154
"2017-2018",03,"DEWITT COUNTY","CUERO ISD",062901,"J C FRENCH EL",062901104,"ELEMENTARY","Male",172
"2017-2018",01,"WEBB COUNTY","LAREDO ISD",240901,"J C MARTIN JR EL",240901120,"ELEMENTARY","Female",297
"2017-2018",01,"WEBB COUNTY","LAREDO ISD",240901,"J C MARTIN JR EL",240901120,"ELEMENTARY","Male",310
"2017-2018",11,"DENTON COUNTY","NORTHWEST ISD",061911,"J C THOMPSON EL",061911118,"ELEMENTARY","Female",346
"2017-2018",11,"DENTON COUNTY","NORTHWEST ISD",061911,"J C THOMPSON EL",061911118,"ELEMENTARY","Male",345
"2017-2018",12,"MCLENNAN COUNTY","WACO ISD",161914,"J H HINES EL",161914110,"ELEMENTARY","Female",233
"2017-2018",12,"MCLENNAN COUNTY","WACO ISD",161914,"J H HINES EL",161914110,"ELEMENTARY","Male",270
"2017-2018",10,"DALLAS COUNTY","DUNCANVILLE ISD",057907,"J HERMAN REED MIDDLE",057907041,"JUNIOR HIGH SCHOOL","Female",307
"2017-2018",10,"DALLAS COUNTY","DUNCANVILLE ISD",057907,"J HERMAN REED MIDDLE",057907041,"JUNIOR HIGH SCHOOL","Male",311
"2017-2018",10,"COLLIN COUNTY","MCKINNEY ISD",043907,"J J A E P",043907197,"ELEMENTARY / SECONDARY","Female",-9999999
"2017-2018",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"J J A E P",108904039,"ELEMENTARY / SECONDARY","Male",-9999999
"2017-2018",10,"COLLIN COUNTY","MCKINNEY ISD",043907,"J J A E P",043907197,"ELEMENTARY / SECONDARY","Male",11
"2017-2018",04,"FORT BEND COUNTY","LAMAR CISD",079901,"J J WESSENDORFF MIDDLE",079901106,"MIDDLE SCHOOL","Female",204
"2017-2018",04,"FORT BEND COUNTY","LAMAR CISD",079901,"J J WESSENDORFF MIDDLE",079901106,"MIDDLE SCHOOL","Male",200
"2017-2018",08,"CASS COUNTY","QUEEN CITY ISD",034907,"J K HILEMAN EL",034907101,"ELEMENTARY","Female",207
"2017-2018",08,"CASS COUNTY","QUEEN CITY ISD",034907,"J K HILEMAN EL",034907101,"ELEMENTARY","Male",192
"2017-2018",01,"WEBB COUNTY","LAREDO ISD",240901,"J KAWAS EL",240901122,"ELEMENTARY","Female",305
"2017-2018",01,"WEBB COUNTY","LAREDO ISD",240901,"J KAWAS EL",240901122,"ELEMENTARY","Male",273
"2017-2018",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"J L BOREN EL",220908105,"ELEMENTARY","Female",268
"2017-2018",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"J L BOREN EL",220908105,"ELEMENTARY","Male",290
"2017-2018",07,"GREGG COUNTY","LONGVIEW ISD",092903,"J L EVERHART MAGNET EL",092903122,"ELEMENTARY","Female",263
"2017-2018",07,"GREGG COUNTY","LONGVIEW ISD",092903,"J L EVERHART MAGNET EL",092903122,"ELEMENTARY","Male",301
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"J L LONG MIDDLE",057905053,"MIDDLE SCHOOL","Female",685
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"J L LONG MIDDLE",057905053,"MIDDLE SCHOOL","Male",795
"2017-2018",06,"MONTGOMERY COUNTY","MAGNOLIA ISD",170906,"J L LYON EL",170906103,"ELEMENTARY","Female",400
"2017-2018",06,"MONTGOMERY COUNTY","MAGNOLIA ISD",170906,"J L LYON EL",170906103,"ELEMENTARY","Male",419
"2017-2018",12,"CORYELL COUNTY","COPPERAS COVE ISD",050910,"J L WILLIAMS/LOVETT LEDGER EL",050910107,"ELEMENTARY","Female",369
"2017-2018",12,"CORYELL COUNTY","COPPERAS COVE ISD",050910,"J L WILLIAMS/LOVETT LEDGER EL",050910107,"ELEMENTARY","Male",396
"2017-2018",11,"DENTON COUNTY","NORTHWEST ISD",061911,"J LYNDAL HUGHES EL",061911113,"ELEMENTARY","Female",303
"2017-2018",11,"DENTON COUNTY","NORTHWEST ISD",061911,"J LYNDAL HUGHES EL",061911113,"ELEMENTARY","Male",329
"2017-2018",19,"EL PASO COUNTY","YSLETA ISD",071905,"J M HANKS H S",071905007,"HIGH SCHOOL","Female",815
"2017-2018",19,"EL PASO COUNTY","YSLETA ISD",071905,"J M HANKS H S",071905007,"HIGH SCHOOL","Male",918
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"J MARTIN JACQUET MIDDLE",220905059,"MIDDLE SCHOOL","Female",371
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"J MARTIN JACQUET MIDDLE",220905059,"MIDDLE SCHOOL","Male",365
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"J N ERVIN EL",057905142,"ELEMENTARY","Female",312
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"J N ERVIN EL",057905142,"ELEMENTARY","Male",291
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"J P STARKS EL",057905263,"ELEMENTARY","Female",162
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"J P STARKS EL",057905263,"ELEMENTARY","Male",150
"2017-2018",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"J T BRACKENRIDGE EL",015907110,"ELEMENTARY","Female",298
"2017-2018",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"J T BRACKENRIDGE EL",015907110,"ELEMENTARY","Male",354
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"J T STEVENS EL",220905187,"ELEMENTARY","Female",228
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"J T STEVENS EL",220905187,"ELEMENTARY","Male",254
"2017-2018",01,"HIDALGO COUNTY","DONNA ISD",108902,"J W CACERES EL",108902109,"ELEMENTARY","Female",214
"2017-2018",01,"HIDALGO COUNTY","DONNA ISD",108902,"J W CACERES EL",108902109,"ELEMENTARY","Male",201
"2017-2018",07,"SMITH COUNTY","WHITEHOUSE ISD",212906,"J W HOLLOWAY SIXTH GRADE SCHOOL",212906042,"MIDDLE SCHOOL","Female",193
"2017-2018",07,"SMITH COUNTY","WHITEHOUSE ISD",212906,"J W HOLLOWAY SIXTH GRADE SCHOOL",212906042,"MIDDLE SCHOOL","Male",196
"2017-2018",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"J W LONG EL",129906107,"ELEMENTARY","Female",346
"2017-2018",10,"KAUFMAN COUNTY","TERRELL ISD",129906,"J W LONG EL",129906107,"ELEMENTARY","Male",360
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"J W RAY LEARNING CENTER",057905196,"ELEMENTARY","Female",105
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"J W RAY LEARNING CENTER",057905196,"ELEMENTARY","Male",121
"2017-2018",10,"ROCKWALL COUNTY","ROCKWALL ISD",199901,"J W WILLIAMS MIDDLE",199901042,"JUNIOR HIGH SCHOOL","Female",425
"2017-2018",10,"ROCKWALL COUNTY","ROCKWALL ISD",199901,"J W WILLIAMS MIDDLE",199901042,"JUNIOR HIGH SCHOOL","Male",419
"2017-2018",04,"HARRIS COUNTY","GALENA PARK ISD",101910,"JACINTO CITY EL",101910106,"ELEMENTARY","Female",385
"2017-2018",04,"HARRIS COUNTY","GALENA PARK ISD",101910,"JACINTO CITY EL",101910106,"ELEMENTARY","Male",399
"2017-2018",04,"HARRIS COUNTY","KATY ISD",101914,"JACK & SHARON RHOADS EL",101914125,"ELEMENTARY","Female",528
"2017-2018",04,"HARRIS COUNTY","KATY ISD",101914,"JACK & SHARON RHOADS EL",101914125,"ELEMENTARY","Male",512
"2017-2018",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"JACK C BINION EL",220902104,"ELEMENTARY","Female",390
"2017-2018",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"JACK C BINION EL",220902104,"ELEMENTARY","Male",410
"2017-2018",13,"HAYS COUNTY","HAYS CISD",105906,"JACK C HAYS H S",105906001,"HIGH SCHOOL","Female",1365
"2017-2018",13,"HAYS COUNTY","HAYS CISD",105906,"JACK C HAYS H S",105906001,"HIGH SCHOOL","Male",1540
"2017-2018",11,"TARRANT COUNTY","CARROLL ISD",220919,"JACK D JOHNSON EL",220919101,"ELEMENTARY","Female",315
"2017-2018",11,"TARRANT COUNTY","CARROLL ISD",220919,"JACK D JOHNSON EL",220919101,"ELEMENTARY","Male",351
"2017-2018",10,"DALLAS COUNTY","IRVING ISD",057912,"JACK E SINGLEY ACADEMY",057912006,"HIGH SCHOOL","Female",935
"2017-2018",10,"DALLAS COUNTY","IRVING ISD",057912,"JACK E SINGLEY ACADEMY",057912006,"HIGH SCHOOL","Male",798
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"JACK LOWE SR EL",057905176,"ELEMENTARY","Female",297
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"JACK LOWE SR EL",057905176,"ELEMENTARY","Male",322
"2017-2018",10,"ELLIS COUNTY","ENNIS ISD",070903,"JACK LUMMUS INT",070903105,"ELEMENTARY","Female",312
"2017-2018",10,"ELLIS COUNTY","ENNIS ISD",070903,"JACK LUMMUS INT",070903105,"ELEMENTARY","Male",354
"2017-2018",04,"HARRIS COUNTY","HUMBLE ISD",101913,"JACK M FIELDS SR EL",101913117,"ELEMENTARY","Female",276
"2017-2018",04,"HARRIS COUNTY","HUMBLE ISD",101913,"JACK M FIELDS SR EL",101913117,"ELEMENTARY","Male",243
"2017-2018",11,"JOHNSON COUNTY","BURLESON ISD",126902,"JACK TAYLOR EL",126902105,"ELEMENTARY","Female",247
"2017-2018",11,"JOHNSON COUNTY","BURLESON ISD",126902,"JACK TAYLOR EL",126902105,"ELEMENTARY","Male",269
"2017-2018",11,"TARRANT COUNTY","CROWLEY ISD",220912,"JACKIE CARDEN EL",220912105,"ELEMENTARY","Female",257
"2017-2018",11,"TARRANT COUNTY","CROWLEY ISD",220912,"JACKIE CARDEN EL",220912105,"ELEMENTARY","Male",258
"2017-2018",10,"DALLAS COUNTY","IRVING ISD",057912,"JACKIE MAE TOWNSELL EL",057912123,"ELEMENTARY","Female",356
"2017-2018",10,"DALLAS COUNTY","IRVING ISD",057912,"JACKIE MAE TOWNSELL EL",057912123,"ELEMENTARY","Male",439
"2017-2018",09,"JACK COUNTY","JACKSBORO ISD",119902,"JACKSBORO EL",119902101,"ELEMENTARY","Female",240
"2017-2018",09,"JACK COUNTY","JACKSBORO ISD",119902,"JACKSBORO EL",119902101,"ELEMENTARY","Male",287
"2017-2018",09,"JACK COUNTY","JACKSBORO ISD",119902,"JACKSBORO H S",119902001,"HIGH SCHOOL","Female",141
"2017-2018",09,"JACK COUNTY","JACKSBORO ISD",119902,"JACKSBORO H S",119902001,"HIGH SCHOOL","Male",143
"2017-2018",09,"JACK COUNTY","JACKSBORO ISD",119902,"JACKSBORO MIDDLE",119902041,"MIDDLE SCHOOL","Female",102
"2017-2018",09,"JACK COUNTY","JACKSBORO ISD",119902,"JACKSBORO MIDDLE",119902041,"MIDDLE SCHOOL","Male",128
"2017-2018",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"JACKSON EL",108906107,"ELEMENTARY","Female",340
"2017-2018",04,"FORT BEND COUNTY","LAMAR CISD",079901,"JACKSON EL",079901118,"ELEMENTARY","Female",182
"2017-2018",07,"SMITH COUNTY","CHAPEL HILL ISD",212909,"JACKSON EL",212909102,"ELEMENTARY","Female",212
"2017-2018",10,"COLLIN COUNTY","PLANO ISD",043910,"JACKSON EL",043910101,"ELEMENTARY","Female",271
"2017-2018",14,"TAYLOR COUNTY","ABILENE ISD",221901,"JACKSON EL",221901112,"ELEMENTARY","Female",248
"2017-2018",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"JACKSON EL",152901168,"ELEMENTARY","Female",94
"2017-2018",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"JACKSON EL",108906107,"ELEMENTARY","Male",391
"2017-2018",04,"FORT BEND COUNTY","LAMAR CISD",079901,"JACKSON EL",079901118,"ELEMENTARY","Male",191
"2017-2018",07,"SMITH COUNTY","CHAPEL HILL ISD",212909,"JACKSON EL",212909102,"ELEMENTARY","Male",242
"2017-2018",10,"COLLIN COUNTY","PLANO ISD",043910,"JACKSON EL",043910101,"ELEMENTARY","Male",279
"2017-2018",14,"TAYLOR COUNTY","ABILENE ISD",221901,"JACKSON EL",221901112,"ELEMENTARY","Male",293
"2017-2018",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"JACKSON EL",152901168,"ELEMENTARY","Male",115
"2017-2018",04,"HARRIS COUNTY","PASADENA ISD",101917,"JACKSON INT",101917042,"JUNIOR HIGH SCHOOL","Female",341
"2017-2018",04,"HARRIS COUNTY","PASADENA ISD",101917,"JACKSON INT",101917042,"JUNIOR HIGH SCHOOL","Male",380
"2017-2018",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"JACKSON MIDDLE",015910045,"MIDDLE SCHOOL","Female",396
"2017-2018",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"JACKSON MIDDLE",015910045,"MIDDLE SCHOOL","Male",412
"2017-2018",10,"DALLAS COUNTY","GARLAND ISD",057909,"JACKSON TECHNOLOGY CENTER",057909045,"MIDDLE SCHOOL","Female",583
"2017-2018",10,"DALLAS COUNTY","GARLAND ISD",057909,"JACKSON TECHNOLOGY CENTER",057909045,"MIDDLE SCHOOL","Male",744
"2017-2018",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"JACKSON-KELLER EL",015910107,"ELEMENTARY","Female",383
"2017-2018",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"JACKSON-KELLER EL",015910107,"ELEMENTARY","Male",400
"2017-2018",03,"CALHOUN COUNTY","CALHOUN COUNTY ISD",029901,"JACKSON/ROOSEVELT COMPLEX",029901102,"ELEMENTARY","Female",459
"2017-2018",03,"CALHOUN COUNTY","CALHOUN COUNTY ISD",029901,"JACKSON/ROOSEVELT COMPLEX",029901102,"ELEMENTARY","Male",441
"2017-2018",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"JACKSONVILLE H S",037904002,"HIGH SCHOOL","Female",658
"2017-2018",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"JACKSONVILLE H S",037904002,"HIGH SCHOOL","Male",653
"2017-2018",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"JACKSONVILLE MIDDLE",037904042,"JUNIOR HIGH SCHOOL","Female",330
"2017-2018",07,"CHEROKEE COUNTY","JACKSONVILLE ISD",037904,"JACKSONVILLE MIDDLE",037904042,"JUNIOR HIGH SCHOOL","Male",358
"2017-2018",13,"HAYS COUNTY","WIMBERLEY ISD",105905,"JACOB'S WELL EL",105905101,"ELEMENTARY","Female",351
"2017-2018",13,"HAYS COUNTY","WIMBERLEY ISD",105905,"JACOB'S WELL EL",105905101,"ELEMENTARY","Male",327
"2017-2018",01,"HIDALGO COUNTY","PHARR-SAN JUAN-ALAMO ISD",108909,"JAIME ESCALANTE MIDDLE",108909047,"MIDDLE SCHOOL","Female",296
"2017-2018",01,"HIDALGO COUNTY","PHARR-SAN JUAN-ALAMO ISD",108909,"JAIME ESCALANTE MIDDLE",108909047,"MIDDLE SCHOOL","Male",331
"2017-2018",04,"GALVESTON COUNTY","DICKINSON ISD",084901,"JAKE SILBERNAGEL EL",084901105,"ELEMENTARY","Female",364
"2017-2018",04,"GALVESTON COUNTY","DICKINSON ISD",084901,"JAKE SILBERNAGEL EL",084901105,"ELEMENTARY","Male",378
"2017-2018",11,"TARRANT COUNTY","KENNEDALE ISD",220914,"JAMES A ARTHUR INT",220914101,"MIDDLE SCHOOL","Female",218
"2017-2018",11,"TARRANT COUNTY","KENNEDALE ISD",220914,"JAMES A ARTHUR INT",220914101,"MIDDLE SCHOOL","Male",285
"2017-2018",11,"DENTON COUNTY","AUBREY ISD",061907,"JAMES A MONACO",061907102,"ELEMENTARY","Female",267
"2017-2018",11,"DENTON COUNTY","AUBREY ISD",061907,"JAMES A MONACO",061907102,"ELEMENTARY","Male",284
"2017-2018",10,"COLLIN COUNTY","ALLEN ISD",043901,"JAMES AND MARGIE MARION EL",043901112,"ELEMENTARY","Female",351
"2017-2018",10,"COLLIN COUNTY","ALLEN ISD",043901,"JAMES AND MARGIE MARION EL",043901112,"ELEMENTARY","Male",378
"2017-2018",04,"HARRIS COUNTY","GALENA PARK ISD",101910,"JAMES B HAVARD EL",101910113,"ELEMENTARY","Female",329
"2017-2018",04,"HARRIS COUNTY","GALENA PARK ISD",101910,"JAMES B HAVARD EL",101910113,"ELEMENTARY","Male",361
"2017-2018",04,"HARRIS COUNTY","GOOSE CREEK CISD",101911,"JAMES BOWIE EL",101911103,"ELEMENTARY","Female",435
"2017-2018",08,"BOWIE COUNTY","SIMMS ISD",019909,"JAMES BOWIE EL",019909101,"ELEMENTARY","Female",112
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"JAMES BOWIE EL",057905112,"ELEMENTARY","Female",255
"2017-2018",10,"DALLAS COUNTY","GRAND PRAIRIE ISD",057910,"JAMES BOWIE EL",057910102,"ELEMENTARY","Female",244
"2017-2018",04,"HARRIS COUNTY","GOOSE CREEK CISD",101911,"JAMES BOWIE EL",101911103,"ELEMENTARY","Male",416
"2017-2018",08,"BOWIE COUNTY","SIMMS ISD",019909,"JAMES BOWIE EL",019909101,"ELEMENTARY","Male",118
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"JAMES BOWIE EL",057905112,"ELEMENTARY","Male",268
"2017-2018",10,"DALLAS COUNTY","GRAND PRAIRIE ISD",057910,"JAMES BOWIE EL",057910102,"ELEMENTARY","Male",251
"2017-2018",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"JAMES BOWIE FINE ARTS ACADEMY",165901131,"ELEMENTARY","Female",292
"2017-2018",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"JAMES BOWIE FINE ARTS ACADEMY",165901131,"ELEMENTARY","Male",226
"2017-2018",08,"BOWIE COUNTY","SIMMS ISD",019909,"JAMES BOWIE H S",019909001,"HIGH SCHOOL","Female",76
"2017-2018",08,"BOWIE COUNTY","SIMMS ISD",019909,"JAMES BOWIE H S",019909001,"HIGH SCHOOL","Male",76
"2017-2018",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"JAMES BOWIE MIDDLE",079907054,"MIDDLE SCHOOL","Female",606
"2017-2018",08,"BOWIE COUNTY","SIMMS ISD",019909,"JAMES BOWIE MIDDLE",019909041,"MIDDLE SCHOOL","Female",59
"2017-2018",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"JAMES BOWIE MIDDLE",079907054,"MIDDLE SCHOOL","Male",677
"2017-2018",08,"BOWIE COUNTY","SIMMS ISD",019909,"JAMES BOWIE MIDDLE",019909041,"MIDDLE SCHOOL","Male",60
"2017-2018",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"JAMES C NEILL EL",079907154,"ELEMENTARY","Female",331
"2017-2018",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"JAMES C NEILL EL",079907154,"ELEMENTARY","Male",340
"2017-2018",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"JAMES COBLE MIDDLE",220908045,"JUNIOR HIGH SCHOOL","Female",441
"2017-2018",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"JAMES COBLE MIDDLE",220908045,"JUNIOR HIGH SCHOOL","Male",501
"2017-2018",13,"WILLIAMSON COUNTY","GEORGETOWN ISD",246904,"JAMES E MITCHELL EL",246904110,"ELEMENTARY","Female",360
"2017-2018",13,"WILLIAMSON COUNTY","GEORGETOWN ISD",246904,"JAMES E MITCHELL EL",246904110,"ELEMENTARY","Male",366
"2017-2018",04,"HARRIS COUNTY","KATY ISD",101914,"JAMES E RANDOLPH EL",101914139,"ELEMENTARY","Female",616
"2017-2018",04,"HARRIS COUNTY","KATY ISD",101914,"JAMES E RANDOLPH EL",101914139,"ELEMENTARY","Male",656
"2017-2018",04,"HARRIS COUNTY","KATY ISD",101914,"JAMES E WILLIAMS EL",101914118,"ELEMENTARY","Female",360
"2017-2018",04,"HARRIS COUNTY","KATY ISD",101914,"JAMES E WILLIAMS EL",101914118,"ELEMENTARY","Male",335
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"JAMES EARL RUDDER H S",021902002,"HIGH SCHOOL","Female",819
"2017-2018",06,"BRAZOS COUNTY","BRYAN ISD",021902,"JAMES EARL RUDDER H S",021902002,"HIGH SCHOOL","Male",830
"2017-2018",11,"TARRANT COUNTY","KENNEDALE ISD",220914,"JAMES F DELANEY EL",220914102,"ELEMENTARY","Female",327
"2017-2018",11,"TARRANT COUNTY","KENNEDALE ISD",220914,"JAMES F DELANEY EL",220914102,"ELEMENTARY","Male",334
"2017-2018",10,"DALLAS COUNTY","GRAND PRAIRIE ISD",057910,"JAMES FANNIN MIDDLE",057910051,"MIDDLE SCHOOL","Female",239
"2017-2018",10,"DALLAS COUNTY","GRAND PRAIRIE ISD",057910,"JAMES FANNIN MIDDLE",057910051,"MIDDLE SCHOOL","Male",267
"2017-2018",13,"WILLIAMSON COUNTY","ROUND ROCK ISD",246909,"JAMES GARLAND WALSH MIDDLE",246909052,"MIDDLE SCHOOL","Female",696
"2017-2018",13,"WILLIAMSON COUNTY","ROUND ROCK ISD",246909,"JAMES GARLAND WALSH MIDDLE",246909052,"MIDDLE SCHOOL","Male",765
"2017-2018",04,"HARRIS COUNTY","LA PORTE ISD",101916,"JAMES H BAKER SIXTH GRADE CAMPUS",101916042,"MIDDLE SCHOOL","Female",263
"2017-2018",04,"HARRIS COUNTY","LA PORTE ISD",101916,"JAMES H BAKER SIXTH GRADE CAMPUS",101916042,"MIDDLE SCHOOL","Male",282
"2017-2018",04,"GALVESTON COUNTY","CLEAR CREEK ISD",084910,"JAMES H ROSS EL",084910104,"ELEMENTARY","Female",282
"2017-2018",04,"GALVESTON COUNTY","CLEAR CREEK ISD",084910,"JAMES H ROSS EL",084910104,"ELEMENTARY","Male",341
"2017-2018",20,"BEXAR COUNTY","JUDSON ISD",015916,"JAMES L MASTERS",015916117,"ELEMENTARY","Female",371
"2017-2018",20,"BEXAR COUNTY","JUDSON ISD",015916,"JAMES L MASTERS",015916117,"ELEMENTARY","Male",377
"2017-2018",16,"OCHILTREE COUNTY","PERRYTON ISD",179901,"JAMES L WRIGHT EL",179901102,"ELEMENTARY","Female",256
"2017-2018",16,"OCHILTREE COUNTY","PERRYTON ISD",179901,"JAMES L WRIGHT EL",179901102,"ELEMENTARY","Male",240
"2017-2018",11,"DENTON COUNTY","NORTHWEST ISD",061911,"JAMES M STEELE H S",061911010,"HIGH SCHOOL","Female",104
"2017-2018",11,"DENTON COUNTY","NORTHWEST ISD",061911,"JAMES M STEELE H S",061911010,"HIGH SCHOOL","Male",40
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"JAMES MADISON H S",057905032,"HIGH SCHOOL","Female",240
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"JAMES MADISON H S",057905032,"HIGH SCHOOL","Male",230
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"JAMES MIDDLE",220905048,"MIDDLE SCHOOL","Female",452
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"JAMES MIDDLE",220905048,"MIDDLE SCHOOL","Male",498
"2017-2018",19,"EL PASO COUNTY","SOCORRO ISD",071909,"JAMES P BUTLER EL",071909129,"ELEMENTARY","Female",479
"2017-2018",19,"EL PASO COUNTY","SOCORRO ISD",071909,"JAMES P BUTLER EL",071909129,"ELEMENTARY","Male",526
"2017-2018",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"JAMES PATTERSON EL",079907155,"ELEMENTARY","Female",298
"2017-2018",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"JAMES PATTERSON EL",079907155,"ELEMENTARY","Male",300
