DBN,School,Cohort Year,Cohort Category,Total Cohort #,Total Grads #,Total Grads   % of cohort,Total Regents #,Total Regents    % of cohort,Total Regents   % of grads,Advanced Regents #,Advanced   Regents   % of cohort,Advanced Regents    % of grads,Regents w/o Advanced  #,Regents w/o Advanced                          % of cohort,Regents w/o Advanced        % of grads,Local  #,Local   % of cohort,Local   % of grads,Still Enrolled #,Still Enrolled    % of cohort,Dropped Out  #,Dropped Out    % of cohort
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,2008,5 Year August,89,58,65.2%,46,51.7%,79.3%,0,0.0%,0.0%,46,51.7%,79.3%,12,13.5%,20.7%,8,9.0%,22,24.7%
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,2008,6 Year,89,60,67.4%,47,52.8%,78.3%,0,0.0%,0.0%,47,52.8%,78.3%,13,14.6%,21.7%,4,4.5%,24,27.0%
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,2009,4 Year  June,97,42,43.3%,31,32.0%,73.8%,0,0.0%,0.0%,31,32.0%,73.8%,11,11.3%,26.2%,35,36.1%,20,20.6%
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,2009,4 Year August,97,47,48.5%,35,36.1%,74.5%,0,0.0%,0.0%,35,36.1%,74.5%,12,12.4%,25.5%,30,30.9%,20,20.6%
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,2009,5 Year  June,95,48,50.5%,36,37.9%,75.0%,0,0.0%,0.0%,36,37.9%,75.0%,12,12.6%,25.0%,9,9.5%,38,40.0%
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,2009,5 Year August,95,49,51.6%,36,37.9%,73.5%,0,0.0%,0.0%,36,37.9%,73.5%,13,13.7%,26.5%,8,8.4%,38,40.0%
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,2009,6 Year,92,52,56.5%,39,42.4%,75.0%,0,0.0%,0.0%,39,42.4%,75.0%,13,14.1%,25.0%,5,5.4%,35,38.0%
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,2010,4 Year  June,84,47,56.0%,42,50.0%,89.4%,0,0.0%,0.0%,42,50.0%,89.4%,5,6.0%,10.6%,27,32.1%,10,11.9%
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,2010,4 Year August,84,50,59.5%,45,53.6%,90.0%,0,0.0%,0.0%,45,53.6%,90.0%,5,6.0%,10.0%,24,28.6%,10,11.9%
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,2010,5 Year  June,79,56,70.9%,47,59.5%,83.9%,0,0.0%,0.0%,47,59.5%,83.9%,9,11.4%,16.1%,2,2.5%,21,26.6%
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,2010,5 Year August,79,56,70.9%,47,59.5%,83.9%,0,0.0%,0.0%,47,59.5%,83.9%,9,11.4%,16.1%,2,2.5%,21,26.6%
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,2011,4 Year  June,98,52,53.1%,43,43.9%,82.7%,0,0.0%,0.0%,43,43.9%,82.7%,9,9.2%,17.3%,26,26.5%,18,18.4%
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,2011,4 Year August,98,55,56.1%,46,46.9%,83.6%,0,0.0%,0.0%,46,46.9%,83.6%,9,9.2%,16.4%,23,23.5%,18,18.4%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2005,4 Year  June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2005,4 Year August,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2005,5 Year  June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2005,6 Year,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2006,4 Year  June,78,39,50.0%,30,38.5%,76.9%,5,6.4%,12.8%,25,32.1%,64.1%,9,11.5%,23.1%,35,44.9%,2,2.6%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2006,4 Year August,78,51,65.4%,34,43.6%,66.7%,5,6.4%,9.8%,29,37.2%,56.9%,17,21.8%,33.3%,23,29.5%,2,2.6%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2006,5 Year  June,78,53,67.9%,34,43.6%,64.2%,5,6.4%,9.4%,29,37.2%,54.7%,19,24.4%,35.8%,10,12.8%,13,16.7%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2006,5 Year August,78,53,67.9%,34,43.6%,64.2%,5,6.4%,9.4%,29,37.2%,54.7%,19,24.4%,35.8%,10,12.8%,13,16.7%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2006,6 Year,77,55,71.4%,35,45.5%,63.6%,5,6.5%,9.1%,30,39.0%,54.5%,20,26.0%,36.4%,6,7.8%,14,18.2%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2007,4 Year  June,104,60,57.7%,43,41.3%,71.7%,2,1.9%,3.3%,41,39.4%,68.3%,17,16.3%,28.3%,35,33.7%,5,4.8%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2007,4 Year August,104,69,66.3%,50,48.1%,72.5%,2,1.9%,2.9%,48,46.2%,69.6%,19,18.3%,27.5%,26,25.0%,5,4.8%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2007,5 Year  June,102,71,69.6%,51,50.0%,71.8%,2,2.0%,2.8%,49,48.0%,69.0%,20,19.6%,28.2%,12,11.8%,15,14.7%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2007,5 Year August,102,72,70.6%,51,50.0%,70.8%,2,2.0%,2.8%,49,48.0%,68.1%,21,20.6%,29.2%,12,11.8%,14,13.7%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2007,6 Year,101,78,77.2%,54,53.5%,69.2%,2,2.0%,2.6%,52,51.5%,66.7%,24,23.8%,30.8%,0,0.0%,19,18.8%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2008,4 Year  June,89,49,55.1%,45,50.6%,91.8%,0,0.0%,0.0%,45,50.6%,91.8%,4,4.5%,8.2%,29,32.6%,8,9.0%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2008,4 Year August,89,59,66.3%,54,60.7%,91.5%,0,0.0%,0.0%,54,60.7%,91.5%,5,5.6%,8.5%,20,22.5%,8,9.0%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2008,5 Year  June,89,65,73.0%,60,67.4%,92.3%,0,0.0%,0.0%,60,67.4%,92.3%,5,5.6%,7.7%,9,10.1%,14,15.7%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2008,5 Year August,89,66,74.2%,60,67.4%,90.9%,0,0.0%,0.0%,60,67.4%,90.9%,6,6.7%,9.1%,8,9.0%,14,15.7%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2008,6 Year,88,69,78.4%,62,70.5%,89.9%,0,0.0%,0.0%,62,70.5%,89.9%,7,8.0%,10.1%,2,2.3%,15,17.0%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2009,4 Year  June,108,71,65.7%,64,59.3%,90.1%,1,0.9%,1.4%,63,58.3%,88.7%,7,6.5%,9.9%,20,18.5%,16,14.8%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2009,4 Year August,108,77,71.3%,69,63.9%,89.6%,1,0.9%,1.3%,68,63.0%,88.3%,8,7.4%,10.4%,14,13.0%,16,14.8%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2009,5 Year  June,106,83,78.3%,74,69.8%,89.2%,1,0.9%,1.2%,73,68.9%,88.0%,9,8.5%,10.8%,6,5.7%,16,15.1%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2009,5 Year August,106,83,78.3%,74,69.8%,89.2%,1,0.9%,1.2%,73,68.9%,88.0%,9,8.5%,10.8%,6,5.7%,16,15.1%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2009,6 Year,106,83,78.3%,74,69.8%,89.2%,1,0.9%,1.2%,73,68.9%,88.0%,9,8.5%,10.8%,4,3.8%,18,17.0%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2010,4 Year  June,103,69,67.0%,55,53.4%,79.7%,1,1.0%,1.4%,54,52.4%,78.3%,14,13.6%,20.3%,23,22.3%,11,10.7%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2010,4 Year August,103,80,77.7%,67,65.0%,83.8%,1,1.0%,1.3%,66,64.1%,82.5%,13,12.6%,16.3%,12,11.7%,11,10.7%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2010,5 Year  June,102,85,83.3%,70,68.6%,82.4%,1,1.0%,1.2%,69,67.6%,81.2%,15,14.7%,17.6%,5,4.9%,12,11.8%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2010,5 Year August,102,86,84.3%,71,69.6%,82.6%,1,1.0%,1.2%,70,68.6%,81.4%,15,14.7%,17.4%,4,3.9%,12,11.8%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2011,4 Year  June,118,80,67.8%,73,61.9%,91.3%,0,0.0%,0.0%,73,61.9%,91.3%,7,5.9%,8.8%,26,22.0%,11,9.3%
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS",2011,4 Year August,118,92,78.0%,80,67.8%,87.0%,0,0.0%,0.0%,80,67.8%,87.0%,12,10.2%,13.0%,14,11.9%,11,9.3%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2001,4 Year  June,180,113,62.8%,85,47.2%,75.2%,0,0.0%,0.0%,85,47.2%,75.2%,28,15.6%,24.8%,52,28.9%,15,8.3%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2001,5 Year  June,180,131,72.8%,94,52.2%,71.8%,0,0.0%,0.0%,94,52.2%,71.8%,37,20.6%,28.2%,15,8.3%,34,18.9%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2001,6 Year,180,136,75.6%,94,52.2%,69.1%,0,0.0%,0.0%,94,52.2%,69.1%,42,23.3%,30.9%,3,1.7%,39,21.7%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2002,4 Year  June,171,106,62.0%,87,50.9%,82.1%,0,0.0%,0.0%,87,50.9%,82.1%,19,11.1%,17.9%,51,29.8%,9,5.3%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2002,5 Year  June,171,129,75.4%,97,56.7%,75.2%,0,0.0%,0.0%,97,56.7%,75.2%,32,18.7%,24.8%,17,9.9%,19,11.1%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2002,6 Year,171,135,78.9%,98,57.3%,72.6%,0,0.0%,0.0%,98,57.3%,72.6%,37,21.6%,27.4%,3,1.8%,26,15.2%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2003,4 Year  June,186,117,62.9%,85,45.7%,72.6%,0,0.0%,0.0%,85,45.7%,72.6%,32,17.2%,27.4%,52,28.0%,15,8.1%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2003,5 Year  June,186,133,71.5%,90,48.4%,67.7%,0,0.0%,0.0%,90,48.4%,67.7%,43,23.1%,32.3%,12,6.5%,38,20.4%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2003,6 Year,184,136,73.9%,91,49.5%,66.9%,0,0.0%,0.0%,91,49.5%,66.9%,45,24.5%,33.1%,6,3.3%,39,21.2%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2004,4 Year  June,176,119,67.6%,87,49.4%,73.1%,5,2.8%,4.2%,82,46.6%,68.9%,32,18.2%,26.9%,45,25.6%,10,5.7%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2004,5 Year  June,179,135,75.4%,89,49.7%,65.9%,5,2.8%,3.7%,84,46.9%,62.2%,46,25.7%,34.1%,12,6.7%,24,13.4%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2004,6 Year,176,140,79.5%,91,51.7%,65.0%,5,2.8%,3.6%,86,48.9%,61.4%,49,27.8%,35.0%,9,5.1%,24,13.6%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2005,4 Year  June,243,162,66.7%,140,57.6%,86.4%,23,9.5%,14.2%,117,48.1%,72.2%,22,9.1%,13.6%,58,23.9%,17,7.0%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2005,4 Year August,243,176,72.4%,146,60.1%,83.0%,23,9.5%,13.1%,123,50.6%,69.9%,30,12.3%,17.0%,44,18.1%,17,7.0%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2005,5 Year  June,234,185,79.1%,151,64.5%,81.6%,23,9.8%,12.4%,128,54.7%,69.2%,34,14.5%,18.4%,10,4.3%,31,13.2%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2005,6 Year,233,193,82.8%,153,65.7%,79.3%,23,9.9%,11.9%,130,55.8%,67.4%,40,17.2%,20.7%,3,1.3%,30,12.9%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2006,4 Year  June,231,137,59.3%,108,46.8%,78.8%,20,8.7%,14.6%,88,38.1%,64.2%,29,12.6%,21.2%,68,29.4%,17,7.4%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2006,4 Year August,231,168,72.7%,128,55.4%,76.2%,20,8.7%,11.9%,108,46.8%,64.3%,40,17.3%,23.8%,37,16.0%,17,7.4%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2006,5 Year  June,227,176,77.5%,132,58.1%,75.0%,21,9.3%,11.9%,111,48.9%,63.1%,44,19.4%,25.0%,17,7.5%,24,10.6%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2006,5 Year August,227,178,78.4%,133,58.6%,74.7%,21,9.3%,11.8%,112,49.3%,62.9%,45,19.8%,25.3%,15,6.6%,24,10.6%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2006,6 Year,226,180,79.6%,134,59.3%,74.4%,21,9.3%,11.7%,113,50.0%,62.8%,46,20.4%,25.6%,4,1.8%,30,13.3%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2007,4 Year  June,234,168,71.8%,160,68.4%,95.2%,36,15.4%,21.4%,124,53.0%,73.8%,8,3.4%,4.8%,47,20.1%,13,5.6%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2007,4 Year August,234,186,79.5%,173,73.9%,93.0%,36,15.4%,19.4%,137,58.5%,73.7%,13,5.6%,7.0%,29,12.4%,13,5.6%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2007,5 Year  June,233,190,81.5%,173,74.2%,91.1%,36,15.5%,18.9%,137,58.8%,72.1%,17,7.3%,8.9%,10,4.3%,23,9.9%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2007,5 Year August,233,192,82.4%,175,75.1%,91.1%,36,15.5%,18.8%,139,59.7%,72.4%,17,7.3%,8.9%,9,3.9%,22,9.4%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2007,6 Year,232,192,82.8%,174,75.0%,90.6%,36,15.5%,18.8%,138,59.5%,71.9%,18,7.8%,9.4%,4,1.7%,26,11.2%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2008,4 Year  June,140,90,64.3%,85,60.7%,94.4%,20,14.3%,22.2%,65,46.4%,72.2%,5,3.6%,5.6%,38,27.1%,9,6.4%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2008,4 Year August,140,104,74.3%,95,67.9%,91.3%,20,14.3%,19.2%,75,53.6%,72.1%,9,6.4%,8.7%,24,17.1%,9,6.4%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2008,5 Year  June,138,109,79.0%,100,72.5%,91.7%,20,14.5%,18.3%,80,58.0%,73.4%,9,6.5%,8.3%,10,7.2%,14,10.1%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2008,5 Year August,138,110,79.7%,101,73.2%,91.8%,20,14.5%,18.2%,81,58.7%,73.6%,9,6.5%,8.2%,9,6.5%,14,10.1%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2008,6 Year,136,112,82.4%,103,75.7%,92.0%,20,14.7%,17.9%,83,61.0%,74.1%,9,6.6%,8.0%,4,2.9%,14,10.3%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2009,4 Year  June,137,88,64.2%,86,62.8%,97.7%,16,11.7%,18.2%,70,51.1%,79.5%,2,1.5%,2.3%,36,26.3%,10,7.3%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2009,4 Year August,137,95,69.3%,93,67.9%,97.9%,17,12.4%,17.9%,76,55.5%,80.0%,2,1.5%,2.1%,29,21.2%,10,7.3%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2009,5 Year  June,133,96,72.2%,94,70.7%,97.9%,17,12.8%,17.7%,77,57.9%,80.2%,2,1.5%,2.1%,15,11.3%,19,14.3%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2009,5 Year August,133,98,73.7%,96,72.2%,98.0%,17,12.8%,17.3%,79,59.4%,80.6%,2,1.5%,2.0%,13,9.8%,19,14.3%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2009,6 Year,132,103,78.0%,99,75.0%,96.1%,17,12.9%,16.5%,82,62.1%,79.6%,4,3.0%,3.9%,5,3.8%,21,15.9%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2010,4 Year  June,102,66,64.7%,65,63.7%,98.5%,23,22.5%,34.8%,42,41.2%,63.6%,1,1.0%,1.5%,20,19.6%,14,13.7%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2010,4 Year August,102,72,70.6%,71,69.6%,98.6%,24,23.5%,33.3%,47,46.1%,65.3%,1,1.0%,1.4%,14,13.7%,14,13.7%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2010,5 Year  June,100,77,77.0%,75,75.0%,97.4%,24,24.0%,31.2%,51,51.0%,66.2%,2,2.0%,2.6%,6,6.0%,14,14.0%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2010,5 Year August,100,77,77.0%,75,75.0%,97.4%,24,24.0%,31.2%,51,51.0%,66.2%,2,2.0%,2.6%,6,6.0%,14,14.0%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2011,4 Year  June,91,63,69.2%,59,64.8%,93.7%,8,8.8%,12.7%,51,56.0%,81.0%,4,4.4%,6.3%,16,17.6%,11,12.1%
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOL",2011,4 Year August,91,66,72.5%,62,68.1%,93.9%,8,8.8%,12.1%,54,59.3%,81.8%,4,4.4%,6.1%,13,14.3%,11,12.1%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2001,4 Year  June,867,788,90.9%,787,90.8%,99.9%,721,83.2%,91.5%,66,7.6%,8.4%,1,0.1%,0.1%,75,8.7%,3,0.3%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2001,5 Year  June,867,834,96.2%,833,96.1%,99.9%,739,85.2%,88.6%,94,10.8%,11.3%,1,0.1%,0.1%,24,2.8%,7,0.8%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2001,6 Year,867,839,96.8%,838,96.7%,99.9%,741,85.5%,88.3%,97,11.2%,11.6%,1,0.1%,0.1%,16,1.8%,10,1.2%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2002,4 Year  June,919,864,94.0%,864,94.0%,100.0%,767,83.5%,88.8%,97,10.6%,11.2%,0,0.0%,0.0%,41,4.5%,9,1.0%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2002,5 Year  June,919,898,97.7%,898,97.7%,100.0%,786,85.5%,87.5%,112,12.2%,12.5%,0,0.0%,0.0%,7,0.8%,9,1.0%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2002,6 Year,919,901,98.0%,900,97.9%,99.9%,787,85.6%,87.3%,113,12.3%,12.5%,1,0.1%,0.1%,1,0.1%,12,1.3%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2003,4 Year  June,900,820,91.1%,819,91.0%,99.9%,708,78.7%,86.3%,111,12.3%,13.5%,1,0.1%,0.1%,64,7.1%,14,1.6%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2003,5 Year  June,900,875,97.2%,874,97.1%,99.9%,728,80.9%,83.2%,146,16.2%,16.7%,1,0.1%,0.1%,3,0.3%,20,2.2%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2003,6 Year,900,877,97.4%,876,97.3%,99.9%,728,80.9%,83.0%,148,16.4%,16.9%,1,0.1%,0.1%,0,0.0%,21,2.3%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2004,4 Year  June,1009,931,92.3%,931,92.3%,100.0%,848,84.0%,91.1%,83,8.2%,8.9%,0,0.0%,0.0%,69,6.8%,4,0.4%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2004,5 Year  June,1013,979,96.6%,976,96.3%,99.7%,867,85.6%,88.6%,109,10.8%,11.1%,3,0.3%,0.3%,5,0.5%,13,1.3%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2004,6 Year,1016,983,96.8%,980,96.5%,99.7%,867,85.3%,88.2%,113,11.1%,11.5%,3,0.3%,0.3%,11,1.1%,13,1.3%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2005,4 Year  June,1011,903,89.3%,903,89.3%,100.0%,835,82.6%,92.5%,68,6.7%,7.5%,0,0.0%,0.0%,101,10.0%,4,0.4%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2005,4 Year August,1011,959,94.9%,958,94.8%,99.9%,858,84.9%,89.5%,100,9.9%,10.4%,1,0.1%,0.1%,45,4.5%,4,0.4%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2005,5 Year  June,998,975,97.7%,972,97.4%,99.7%,874,87.6%,89.6%,98,9.8%,10.1%,3,0.3%,0.3%,11,1.1%,7,0.7%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2005,6 Year,993,978,98.5%,974,98.1%,99.6%,874,88.0%,89.4%,100,10.1%,10.2%,4,0.4%,0.4%,4,0.4%,6,0.6%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2006,4 Year  June,1097,"1,003",91.4%,"1,003",91.4%,100.0%,898,81.9%,89.5%,105,9.6%,10.5%,0,0.0%,0.0%,87,7.9%,2,0.2%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2006,4 Year August,1097,"1,043",95.1%,"1,043",95.1%,100.0%,918,83.7%,88.0%,125,11.4%,12.0%,0,0.0%,0.0%,47,4.3%,2,0.2%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2006,5 Year  June,1086,"1,064",98.0%,"1,064",98.0%,100.0%,924,85.1%,86.8%,140,12.9%,13.2%,0,0.0%,0.0%,9,0.8%,6,0.6%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2006,5 Year August,1086,"1,065",98.1%,"1,065",98.1%,100.0%,924,85.1%,86.8%,141,13.0%,13.2%,0,0.0%,0.0%,9,0.8%,5,0.5%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2006,6 Year,1093,"1,068",97.7%,"1,068",97.7%,100.0%,924,84.5%,86.5%,144,13.2%,13.5%,0,0.0%,0.0%,8,0.7%,10,0.9%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2007,4 Year  June,1126,"1,045",92.8%,"1,045",92.8%,100.0%,953,84.6%,91.2%,92,8.2%,8.8%,0,0.0%,0.0%,81,7.2%,0,0.0%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2007,4 Year August,1126,"1,100",97.7%,"1,100",97.7%,100.0%,983,87.3%,89.4%,117,10.4%,10.6%,0,0.0%,0.0%,26,2.3%,0,0.0%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2007,5 Year  June,1125,"1,116",99.2%,"1,115",99.1%,99.9%,987,87.7%,88.4%,128,11.4%,11.5%,1,0.1%,0.1%,0,0.0%,8,0.7%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2007,5 Year August,1125,"1,117",99.3%,"1,116",99.2%,99.9%,987,87.7%,88.4%,129,11.5%,11.5%,1,0.1%,0.1%,0,0.0%,7,0.6%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2007,6 Year,1125,"1,117",99.3%,"1,116",99.2%,99.9%,987,87.7%,88.4%,129,11.5%,11.5%,1,0.1%,0.1%,0,0.0%,7,0.6%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2008,4 Year  June,1261,"1,155",91.6%,"1,155",91.6%,100.0%,"1,062",84.2%,91.9%,93,7.4%,8.1%,0,0.0%,0.0%,99,7.9%,7,0.6%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2008,4 Year August,1261,"1,210",96.0%,"1,210",96.0%,100.0%,"1,089",86.4%,90.0%,121,9.6%,10.0%,0,0.0%,0.0%,44,3.5%,7,0.6%
