T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2019-2020

"YEAR","REGION","COUNTY NAME","GENDER","GRADE","ENROLLMENT"
"2019-2020",03,"JACKSON COUNTY","Male","Grade 4",140
"2019-2020",03,"JACKSON COUNTY","Female","Grade 5",133
"2019-2020",03,"JACKSON COUNTY","Male","Grade 5",115
"2019-2020",03,"JACKSON COUNTY","Female","Grade 6",136
"2019-2020",03,"JACKSON COUNTY","Male","Grade 6",152
"2019-2020",03,"JACKSON COUNTY","Female","Grade 7",136
"2019-2020",03,"JACKSON COUNTY","Male","Grade 7",151
"2019-2020",03,"JACKSON COUNTY","Female","Grade 8",158
"2019-2020",03,"JACKSON COUNTY","Male","Grade 8",124
"2019-2020",03,"JACKSON COUNTY","Female","Grade 9",137
"2019-2020",03,"JACKSON COUNTY","Male","Grade 9",152
"2019-2020",03,"JACKSON COUNTY","Female","Grade 10",117
"2019-2020",03,"JACKSON COUNTY","Male","Grade 10",139
"2019-2020",03,"JACKSON COUNTY","Female","Grade 11",124
"2019-2020",03,"JACKSON COUNTY","Male","Grade 11",106
"2019-2020",03,"JACKSON COUNTY","Female","Grade 12",120
"2019-2020",03,"JACKSON COUNTY","Male","Grade 12",121
"2019-2020",05,"JASPER COUNTY","Female","Early Education",4
"2019-2020",05,"JASPER COUNTY","Male","Early Education",19
"2019-2020",05,"JASPER COUNTY","Female","Pre-kindergarten",147
"2019-2020",05,"JASPER COUNTY","Male","Pre-kindergarten",150
"2019-2020",05,"JASPER COUNTY","Female","Kindergarten",182
"2019-2020",05,"JASPER COUNTY","Male","Kindergarten",203
"2019-2020",05,"JASPER COUNTY","Female","Grade 1",212
"2019-2020",05,"JASPER COUNTY","Male","Grade 1",219
"2019-2020",05,"JASPER COUNTY","Female","Grade 2",228
"2019-2020",05,"JASPER COUNTY","Male","Grade 2",233
"2019-2020",05,"JASPER COUNTY","Female","Grade 3",196
"2019-2020",05,"JASPER COUNTY","Male","Grade 3",215
"2019-2020",05,"JASPER COUNTY","Female","Grade 4",234
"2019-2020",05,"JASPER COUNTY","Male","Grade 4",221
"2019-2020",05,"JASPER COUNTY","Female","Grade 5",244
"2019-2020",05,"JASPER COUNTY","Male","Grade 5",234
"2019-2020",05,"JASPER COUNTY","Female","Grade 6",226
"2019-2020",05,"JASPER COUNTY","Male","Grade 6",247
"2019-2020",05,"JASPER COUNTY","Female","Grade 7",225
"2019-2020",05,"JASPER COUNTY","Male","Grade 7",245
"2019-2020",05,"JASPER COUNTY","Female","Grade 8",218
"2019-2020",05,"JASPER COUNTY","Male","Grade 8",255
"2019-2020",05,"JASPER COUNTY","Female","Grade 9",241
"2019-2020",05,"JASPER COUNTY","Male","Grade 9",262
"2019-2020",05,"JASPER COUNTY","Female","Grade 10",213
"2019-2020",05,"JASPER COUNTY","Male","Grade 10",224
"2019-2020",05,"JASPER COUNTY","Female","Grade 11",220
"2019-2020",05,"JASPER COUNTY","Male","Grade 11",225
"2019-2020",05,"JASPER COUNTY","Female","Grade 12",202
"2019-2020",05,"JASPER COUNTY","Male","Grade 12",198
"2019-2020",18,"JEFF DAVIS COUNTY","Female","Pre-kindergarten",8
"2019-2020",18,"JEFF DAVIS COUNTY","Male","Pre-kindergarten",2
"2019-2020",18,"JEFF DAVIS COUNTY","Female","Kindergarten",6
"2019-2020",18,"JEFF DAVIS COUNTY","Male","Kindergarten",6
"2019-2020",18,"JEFF DAVIS COUNTY","Female","Grade 1",5
"2019-2020",18,"JEFF DAVIS COUNTY","Male","Grade 1",4
"2019-2020",18,"JEFF DAVIS COUNTY","Female","Grade 2",10
"2019-2020",18,"JEFF DAVIS COUNTY","Male","Grade 2",5
"2019-2020",18,"JEFF DAVIS COUNTY","Female","Grade 3",12
"2019-2020",18,"JEFF DAVIS COUNTY","Male","Grade 3",13
"2019-2020",18,"JEFF DAVIS COUNTY","Female","Grade 4",10
"2019-2020",18,"JEFF DAVIS COUNTY","Male","Grade 4",7
"2019-2020",18,"JEFF DAVIS COUNTY","Female","Grade 5",12
"2019-2020",18,"JEFF DAVIS COUNTY","Male","Grade 5",7
"2019-2020",18,"JEFF DAVIS COUNTY","Female","Grade 6",12
"2019-2020",18,"JEFF DAVIS COUNTY","Male","Grade 6",11
"2019-2020",18,"JEFF DAVIS COUNTY","Female","Grade 7",8
"2019-2020",18,"JEFF DAVIS COUNTY","Male","Grade 7",15
"2019-2020",18,"JEFF DAVIS COUNTY","Female","Grade 8",10
"2019-2020",18,"JEFF DAVIS COUNTY","Male","Grade 8",16
"2019-2020",18,"JEFF DAVIS COUNTY","Female","Grade 9",10
"2019-2020",18,"JEFF DAVIS COUNTY","Male","Grade 9",13
"2019-2020",18,"JEFF DAVIS COUNTY","Female","Grade 10",12
"2019-2020",18,"JEFF DAVIS COUNTY","Male","Grade 10",14
"2019-2020",18,"JEFF DAVIS COUNTY","Female","Grade 11",8
"2019-2020",18,"JEFF DAVIS COUNTY","Male","Grade 11",8
"2019-2020",18,"JEFF DAVIS COUNTY","Female","Grade 12",9
"2019-2020",18,"JEFF DAVIS COUNTY","Male","Grade 12",11
"2019-2020",05,"JEFFERSON COUNTY","Female","Early Education",129
"2019-2020",05,"JEFFERSON COUNTY","Male","Early Education",254
"2019-2020",05,"JEFFERSON COUNTY","Female","Pre-kindergarten",1333
"2019-2020",05,"JEFFERSON COUNTY","Male","Pre-kindergarten",1293
"2019-2020",05,"JEFFERSON COUNTY","Female","Kindergarten",1546
"2019-2020",05,"JEFFERSON COUNTY","Male","Kindergarten",1602
"2019-2020",05,"JEFFERSON COUNTY","Female","Grade 1",1580
"2019-2020",05,"JEFFERSON COUNTY","Male","Grade 1",1623
"2019-2020",05,"JEFFERSON COUNTY","Female","Grade 2",1465
"2019-2020",05,"JEFFERSON COUNTY","Male","Grade 2",1581
"2019-2020",05,"JEFFERSON COUNTY","Female","Grade 3",1476
"2019-2020",05,"JEFFERSON COUNTY","Male","Grade 3",1513
"2019-2020",05,"JEFFERSON COUNTY","Female","Grade 4",1539
"2019-2020",05,"JEFFERSON COUNTY","Male","Grade 4",1627
"2019-2020",05,"JEFFERSON COUNTY","Female","Grade 5",1554
"2019-2020",05,"JEFFERSON COUNTY","Male","Grade 5",1660
"2019-2020",05,"JEFFERSON COUNTY","Female","Grade 6",1552
"2019-2020",05,"JEFFERSON COUNTY","Male","Grade 6",1586
"2019-2020",05,"JEFFERSON COUNTY","Female","Grade 7",1524
"2019-2020",05,"JEFFERSON COUNTY","Male","Grade 7",1588
"2019-2020",05,"JEFFERSON COUNTY","Female","Grade 8",1492
"2019-2020",05,"JEFFERSON COUNTY","Male","Grade 8",1533
"2019-2020",05,"JEFFERSON COUNTY","Female","Grade 9",1570
"2019-2020",05,"JEFFERSON COUNTY","Male","Grade 9",1626
"2019-2020",05,"JEFFERSON COUNTY","Female","Grade 10",1317
"2019-2020",05,"JEFFERSON COUNTY","Male","Grade 10",1400
"2019-2020",05,"JEFFERSON COUNTY","Female","Grade 11",1281
"2019-2020",05,"JEFFERSON COUNTY","Male","Grade 11",1284
"2019-2020",05,"JEFFERSON COUNTY","Female","Grade 12",1227
"2019-2020",05,"JEFFERSON COUNTY","Male","Grade 12",1287
"2019-2020",01,"JIM HOGG COUNTY","Female","Early Education",1
"2019-2020",01,"JIM HOGG COUNTY","Male","Early Education",2
"2019-2020",01,"JIM HOGG COUNTY","Female","Pre-kindergarten",19
"2019-2020",01,"JIM HOGG COUNTY","Male","Pre-kindergarten",28
"2019-2020",01,"JIM HOGG COUNTY","Female","Kindergarten",50
"2019-2020",01,"JIM HOGG COUNTY","Male","Kindergarten",51
"2019-2020",01,"JIM HOGG COUNTY","Female","Grade 1",50
"2019-2020",01,"JIM HOGG COUNTY","Male","Grade 1",41
"2019-2020",01,"JIM HOGG COUNTY","Female","Grade 2",40
"2019-2020",01,"JIM HOGG COUNTY","Male","Grade 2",37
"2019-2020",01,"JIM HOGG COUNTY","Female","Grade 3",38
"2019-2020",01,"JIM HOGG COUNTY","Male","Grade 3",52
"2019-2020",01,"JIM HOGG COUNTY","Female","Grade 4",33
"2019-2020",01,"JIM HOGG COUNTY","Male","Grade 4",29
"2019-2020",01,"JIM HOGG COUNTY","Female","Grade 5",46
"2019-2020",01,"JIM HOGG COUNTY","Male","Grade 5",51
"2019-2020",01,"JIM HOGG COUNTY","Female","Grade 6",45
"2019-2020",01,"JIM HOGG COUNTY","Male","Grade 6",36
"2019-2020",01,"JIM HOGG COUNTY","Female","Grade 7",42
"2019-2020",01,"JIM HOGG COUNTY","Male","Grade 7",51
"2019-2020",01,"JIM HOGG COUNTY","Female","Grade 8",42
"2019-2020",01,"JIM HOGG COUNTY","Male","Grade 8",52
"2019-2020",01,"JIM HOGG COUNTY","Female","Grade 9",36
"2019-2020",01,"JIM HOGG COUNTY","Male","Grade 9",51
"2019-2020",01,"JIM HOGG COUNTY","Female","Grade 10",38
"2019-2020",01,"JIM HOGG COUNTY","Male","Grade 10",43
"2019-2020",01,"JIM HOGG COUNTY","Female","Grade 11",34
"2019-2020",01,"JIM HOGG COUNTY","Male","Grade 11",32
"2019-2020",01,"JIM HOGG COUNTY","Female","Grade 12",41
"2019-2020",01,"JIM HOGG COUNTY","Male","Grade 12",42
"2019-2020",02,"JIM WELLS COUNTY","Female","Early Education",9
"2019-2020",02,"JIM WELLS COUNTY","Male","Early Education",23
"2019-2020",02,"JIM WELLS COUNTY","Female","Pre-kindergarten",238
"2019-2020",02,"JIM WELLS COUNTY","Male","Pre-kindergarten",251
"2019-2020",02,"JIM WELLS COUNTY","Female","Kindergarten",308
"2019-2020",02,"JIM WELLS COUNTY","Male","Kindergarten",291
"2019-2020",02,"JIM WELLS COUNTY","Female","Grade 1",264
"2019-2020",02,"JIM WELLS COUNTY","Male","Grade 1",314
"2019-2020",02,"JIM WELLS COUNTY","Female","Grade 2",270
"2019-2020",02,"JIM WELLS COUNTY","Male","Grade 2",293
"2019-2020",02,"JIM WELLS COUNTY","Female","Grade 3",298
"2019-2020",02,"JIM WELLS COUNTY","Male","Grade 3",293
"2019-2020",02,"JIM WELLS COUNTY","Female","Grade 4",275
"2019-2020",02,"JIM WELLS COUNTY","Male","Grade 4",274
"2019-2020",02,"JIM WELLS COUNTY","Female","Grade 5",297
"2019-2020",02,"JIM WELLS COUNTY","Male","Grade 5",329
"2019-2020",02,"JIM WELLS COUNTY","Female","Grade 6",288
"2019-2020",02,"JIM WELLS COUNTY","Male","Grade 6",292
"2019-2020",02,"JIM WELLS COUNTY","Female","Grade 7",310
"2019-2020",02,"JIM WELLS COUNTY","Male","Grade 7",353
"2019-2020",02,"JIM WELLS COUNTY","Female","Grade 8",308
"2019-2020",02,"JIM WELLS COUNTY","Male","Grade 8",326
"2019-2020",02,"JIM WELLS COUNTY","Female","Grade 9",297
"2019-2020",02,"JIM WELLS COUNTY","Male","Grade 9",353
"2019-2020",02,"JIM WELLS COUNTY","Female","Grade 10",252
"2019-2020",02,"JIM WELLS COUNTY","Male","Grade 10",274
"2019-2020",02,"JIM WELLS COUNTY","Female","Grade 11",226
"2019-2020",02,"JIM WELLS COUNTY","Male","Grade 11",251
"2019-2020",02,"JIM WELLS COUNTY","Female","Grade 12",231
"2019-2020",02,"JIM WELLS COUNTY","Male","Grade 12",227
"2019-2020",11,"JOHNSON COUNTY","Female","Early Education",64
"2019-2020",11,"JOHNSON COUNTY","Male","Early Education",109
"2019-2020",11,"JOHNSON COUNTY","Female","Pre-kindergarten",607
"2019-2020",11,"JOHNSON COUNTY","Male","Pre-kindergarten",612
"2019-2020",11,"JOHNSON COUNTY","Female","Kindergarten",1210
"2019-2020",11,"JOHNSON COUNTY","Male","Kindergarten",1322
"2019-2020",11,"JOHNSON COUNTY","Female","Grade 1",1290
"2019-2020",11,"JOHNSON COUNTY","Male","Grade 1",1298
"2019-2020",11,"JOHNSON COUNTY","Female","Grade 2",1255
"2019-2020",11,"JOHNSON COUNTY","Male","Grade 2",1324
"2019-2020",11,"JOHNSON COUNTY","Female","Grade 3",1246
"2019-2020",11,"JOHNSON COUNTY","Male","Grade 3",1309
"2019-2020",11,"JOHNSON COUNTY","Female","Grade 4",1363
"2019-2020",11,"JOHNSON COUNTY","Male","Grade 4",1424
"2019-2020",11,"JOHNSON COUNTY","Female","Grade 5",1377
"2019-2020",11,"JOHNSON COUNTY","Male","Grade 5",1477
"2019-2020",11,"JOHNSON COUNTY","Female","Grade 6",1359
"2019-2020",11,"JOHNSON COUNTY","Male","Grade 6",1566
"2019-2020",11,"JOHNSON COUNTY","Female","Grade 7",1382
"2019-2020",11,"JOHNSON COUNTY","Male","Grade 7",1512
"2019-2020",11,"JOHNSON COUNTY","Female","Grade 8",1383
"2019-2020",11,"JOHNSON COUNTY","Male","Grade 8",1532
"2019-2020",11,"JOHNSON COUNTY","Female","Grade 9",1482
"2019-2020",11,"JOHNSON COUNTY","Male","Grade 9",1629
"2019-2020",11,"JOHNSON COUNTY","Female","Grade 10",1359
"2019-2020",11,"JOHNSON COUNTY","Male","Grade 10",1464
"2019-2020",11,"JOHNSON COUNTY","Female","Grade 11",1206
"2019-2020",11,"JOHNSON COUNTY","Male","Grade 11",1330
"2019-2020",11,"JOHNSON COUNTY","Female","Grade 12",1172
"2019-2020",11,"JOHNSON COUNTY","Male","Grade 12",1171
"2019-2020",14,"JONES COUNTY","Male","Early Education",3
"2019-2020",14,"JONES COUNTY","Female","Pre-kindergarten",102
"2019-2020",14,"JONES COUNTY","Male","Pre-kindergarten",71
"2019-2020",14,"JONES COUNTY","Female","Kindergarten",105
"2019-2020",14,"JONES COUNTY","Male","Kindergarten",96
"2019-2020",14,"JONES COUNTY","Female","Grade 1",93
"2019-2020",14,"JONES COUNTY","Male","Grade 1",112
"2019-2020",14,"JONES COUNTY","Female","Grade 2",79
"2019-2020",14,"JONES COUNTY","Male","Grade 2",112
"2019-2020",14,"JONES COUNTY","Female","Grade 3",73
"2019-2020",14,"JONES COUNTY","Male","Grade 3",96
"2019-2020",14,"JONES COUNTY","Female","Grade 4",103
"2019-2020",14,"JONES COUNTY","Male","Grade 4",104
"2019-2020",14,"JONES COUNTY","Female","Grade 5",104
"2019-2020",14,"JONES COUNTY","Male","Grade 5",99
"2019-2020",14,"JONES COUNTY","Female","Grade 6",74
"2019-2020",14,"JONES COUNTY","Male","Grade 6",108
"2019-2020",14,"JONES COUNTY","Female","Grade 7",105
"2019-2020",14,"JONES COUNTY","Male","Grade 7",111
"2019-2020",14,"JONES COUNTY","Female","Grade 8",99
"2019-2020",14,"JONES COUNTY","Male","Grade 8",94
"2019-2020",14,"JONES COUNTY","Female","Grade 9",108
"2019-2020",14,"JONES COUNTY","Male","Grade 9",111
"2019-2020",14,"JONES COUNTY","Female","Grade 10",87
"2019-2020",14,"JONES COUNTY","Male","Grade 10",93
"2019-2020",14,"JONES COUNTY","Female","Grade 11",80
"2019-2020",14,"JONES COUNTY","Male","Grade 11",105
"2019-2020",14,"JONES COUNTY","Female","Grade 12",81
"2019-2020",14,"JONES COUNTY","Male","Grade 12",90
"2019-2020",03,"KARNES COUNTY","Female","Early Education",3
"2019-2020",03,"KARNES COUNTY","Male","Early Education",11
"2019-2020",03,"KARNES COUNTY","Female","Pre-kindergarten",61
"2019-2020",03,"KARNES COUNTY","Male","Pre-kindergarten",57
"2019-2020",03,"KARNES COUNTY","Female","Kindergarten",71
"2019-2020",03,"KARNES COUNTY","Male","Kindergarten",89
"2019-2020",03,"KARNES COUNTY","Female","Grade 1",68
"2019-2020",03,"KARNES COUNTY","Male","Grade 1",63
"2019-2020",03,"KARNES COUNTY","Female","Grade 2",73
"2019-2020",03,"KARNES COUNTY","Male","Grade 2",75
"2019-2020",03,"KARNES COUNTY","Female","Grade 3",79
"2019-2020",03,"KARNES COUNTY","Male","Grade 3",77
"2019-2020",03,"KARNES COUNTY","Female","Grade 4",65
"2019-2020",03,"KARNES COUNTY","Male","Grade 4",66
"2019-2020",03,"KARNES COUNTY","Female","Grade 5",69
"2019-2020",03,"KARNES COUNTY","Male","Grade 5",71
"2019-2020",03,"KARNES COUNTY","Female","Grade 6",84
"2019-2020",03,"KARNES COUNTY","Male","Grade 6",74
"2019-2020",03,"KARNES COUNTY","Female","Grade 7",75
"2019-2020",03,"KARNES COUNTY","Male","Grade 7",89
"2019-2020",03,"KARNES COUNTY","Female","Grade 8",86
"2019-2020",03,"KARNES COUNTY","Male","Grade 8",73
"2019-2020",03,"KARNES COUNTY","Female","Grade 9",75
"2019-2020",03,"KARNES COUNTY","Male","Grade 9",89
"2019-2020",03,"KARNES COUNTY","Female","Grade 10",69
"2019-2020",03,"KARNES COUNTY","Male","Grade 10",79
"2019-2020",03,"KARNES COUNTY","Female","Grade 11",72
"2019-2020",03,"KARNES COUNTY","Male","Grade 11",76
"2019-2020",03,"KARNES COUNTY","Female","Grade 12",66
"2019-2020",03,"KARNES COUNTY","Male","Grade 12",71
"2019-2020",20,"KARNES COUNTY","Female","Early Education",1
"2019-2020",20,"KARNES COUNTY","Female","Kindergarten",18
"2019-2020",20,"KARNES COUNTY","Male","Kindergarten",21
"2019-2020",20,"KARNES COUNTY","Female","Grade 1",10
"2019-2020",20,"KARNES COUNTY","Male","Grade 1",15
"2019-2020",20,"KARNES COUNTY","Female","Grade 2",19
"2019-2020",20,"KARNES COUNTY","Male","Grade 2",14
"2019-2020",20,"KARNES COUNTY","Female","Grade 3",7
"2019-2020",20,"KARNES COUNTY","Male","Grade 3",16
"2019-2020",20,"KARNES COUNTY","Female","Grade 4",12
"2019-2020",20,"KARNES COUNTY","Male","Grade 4",19
"2019-2020",20,"KARNES COUNTY","Female","Grade 5",13
"2019-2020",20,"KARNES COUNTY","Male","Grade 5",16
"2019-2020",20,"KARNES COUNTY","Female","Grade 6",19
"2019-2020",20,"KARNES COUNTY","Male","Grade 6",12
"2019-2020",20,"KARNES COUNTY","Female","Grade 7",11
"2019-2020",20,"KARNES COUNTY","Male","Grade 7",14
"2019-2020",20,"KARNES COUNTY","Female","Grade 8",19
"2019-2020",20,"KARNES COUNTY","Male","Grade 8",14
"2019-2020",20,"KARNES COUNTY","Female","Grade 9",10
"2019-2020",20,"KARNES COUNTY","Male","Grade 9",12
"2019-2020",20,"KARNES COUNTY","Female","Grade 10",12
"2019-2020",20,"KARNES COUNTY","Male","Grade 10",25
"2019-2020",20,"KARNES COUNTY","Female","Grade 11",13
"2019-2020",20,"KARNES COUNTY","Male","Grade 11",12
"2019-2020",20,"KARNES COUNTY","Female","Grade 12",14
"2019-2020",20,"KARNES COUNTY","Male","Grade 12",16
"2019-2020",10,"KAUFMAN COUNTY","Female","Early Education",26
"2019-2020",10,"KAUFMAN COUNTY","Male","Early Education",97
"2019-2020",10,"KAUFMAN COUNTY","Female","Pre-kindergarten",586
"2019-2020",10,"KAUFMAN COUNTY","Male","Pre-kindergarten",636
"2019-2020",10,"KAUFMAN COUNTY","Female","Kindergarten",1063
"2019-2020",10,"KAUFMAN COUNTY","Male","Kindergarten",1147
"2019-2020",10,"KAUFMAN COUNTY","Female","Grade 1",1030
"2019-2020",10,"KAUFMAN COUNTY","Male","Grade 1",1190
"2019-2020",10,"KAUFMAN COUNTY","Female","Grade 2",1148
"2019-2020",10,"KAUFMAN COUNTY","Male","Grade 2",1145
"2019-2020",10,"KAUFMAN COUNTY","Female","Grade 3",1074
"2019-2020",10,"KAUFMAN COUNTY","Male","Grade 3",1157
"2019-2020",10,"KAUFMAN COUNTY","Female","Grade 4",1122
"2019-2020",10,"KAUFMAN COUNTY","Male","Grade 4",1209
"2019-2020",10,"KAUFMAN COUNTY","Female","Grade 5",1244
"2019-2020",10,"KAUFMAN COUNTY","Male","Grade 5",1222
"2019-2020",10,"KAUFMAN COUNTY","Female","Grade 6",1281
"2019-2020",10,"KAUFMAN COUNTY","Male","Grade 6",1326
"2019-2020",10,"KAUFMAN COUNTY","Female","Grade 7",1235
"2019-2020",10,"KAUFMAN COUNTY","Male","Grade 7",1334
"2019-2020",10,"KAUFMAN COUNTY","Female","Grade 8",1246
"2019-2020",10,"KAUFMAN COUNTY","Male","Grade 8",1237
"2019-2020",10,"KAUFMAN COUNTY","Female","Grade 9",1245
"2019-2020",10,"KAUFMAN COUNTY","Male","Grade 9",1323
"2019-2020",10,"KAUFMAN COUNTY","Female","Grade 10",1136
"2019-2020",10,"KAUFMAN COUNTY","Male","Grade 10",1158
"2019-2020",10,"KAUFMAN COUNTY","Female","Grade 11",1051
"2019-2020",10,"KAUFMAN COUNTY","Male","Grade 11",1149
"2019-2020",10,"KAUFMAN COUNTY","Female","Grade 12",991
"2019-2020",10,"KAUFMAN COUNTY","Male","Grade 12",1027
"2019-2020",13,"KENDALL COUNTY","Female","Early Education",1
"2019-2020",13,"KENDALL COUNTY","Male","Early Education",2
"2019-2020",13,"KENDALL COUNTY","Female","Pre-kindergarten",20
"2019-2020",13,"KENDALL COUNTY","Male","Pre-kindergarten",23
"2019-2020",13,"KENDALL COUNTY","Female","Kindergarten",36
"2019-2020",13,"KENDALL COUNTY","Male","Kindergarten",37
"2019-2020",13,"KENDALL COUNTY","Female","Grade 1",26
"2019-2020",13,"KENDALL COUNTY","Male","Grade 1",34
"2019-2020",13,"KENDALL COUNTY","Female","Grade 2",31
"2019-2020",13,"KENDALL COUNTY","Male","Grade 2",41
"2019-2020",13,"KENDALL COUNTY","Female","Grade 3",42
"2019-2020",13,"KENDALL COUNTY","Male","Grade 3",30
"2019-2020",13,"KENDALL COUNTY","Female","Grade 4",41
"2019-2020",13,"KENDALL COUNTY","Male","Grade 4",43
"2019-2020",13,"KENDALL COUNTY","Female","Grade 5",38
"2019-2020",13,"KENDALL COUNTY","Male","Grade 5",34
"2019-2020",13,"KENDALL COUNTY","Female","Grade 6",48
"2019-2020",13,"KENDALL COUNTY","Male","Grade 6",45
"2019-2020",13,"KENDALL COUNTY","Female","Grade 7",51
"2019-2020",13,"KENDALL COUNTY","Male","Grade 7",40
"2019-2020",13,"KENDALL COUNTY","Female","Grade 8",32
"2019-2020",13,"KENDALL COUNTY","Male","Grade 8",42
"2019-2020",13,"KENDALL COUNTY","Female","Grade 9",46
"2019-2020",13,"KENDALL COUNTY","Male","Grade 9",55
"2019-2020",13,"KENDALL COUNTY","Female","Grade 10",43
"2019-2020",13,"KENDALL COUNTY","Male","Grade 10",31
"2019-2020",13,"KENDALL COUNTY","Female","Grade 11",41
"2019-2020",13,"KENDALL COUNTY","Male","Grade 11",50
"2019-2020",13,"KENDALL COUNTY","Female","Grade 12",40
"2019-2020",13,"KENDALL COUNTY","Male","Grade 12",45
"2019-2020",20,"KENDALL COUNTY","Female","Early Education",26
"2019-2020",20,"KENDALL COUNTY","Male","Early Education",54
"2019-2020",20,"KENDALL COUNTY","Female","Pre-kindergarten",58
"2019-2020",20,"KENDALL COUNTY","Male","Pre-kindergarten",38
"2019-2020",20,"KENDALL COUNTY","Female","Kindergarten",310
"2019-2020",20,"KENDALL COUNTY","Male","Kindergarten",354
"2019-2020",20,"KENDALL COUNTY","Female","Grade 1",338
"2019-2020",20,"KENDALL COUNTY","Male","Grade 1",322
"2019-2020",20,"KENDALL COUNTY","Female","Grade 2",345
"2019-2020",20,"KENDALL COUNTY","Male","Grade 2",389
"2019-2020",20,"KENDALL COUNTY","Female","Grade 3",341
"2019-2020",20,"KENDALL COUNTY","Male","Grade 3",323
"2019-2020",20,"KENDALL COUNTY","Female","Grade 4",357
"2019-2020",20,"KENDALL COUNTY","Male","Grade 4",363
"2019-2020",20,"KENDALL COUNTY","Female","Grade 5",387
"2019-2020",20,"KENDALL COUNTY","Male","Grade 5",413
"2019-2020",20,"KENDALL COUNTY","Female","Grade 6",390
"2019-2020",20,"KENDALL COUNTY","Male","Grade 6",385
"2019-2020",20,"KENDALL COUNTY","Female","Grade 7",342
"2019-2020",20,"KENDALL COUNTY","Male","Grade 7",386
"2019-2020",20,"KENDALL COUNTY","Female","Grade 8",374
"2019-2020",20,"KENDALL COUNTY","Male","Grade 8",396
"2019-2020",20,"KENDALL COUNTY","Female","Grade 9",418
"2019-2020",20,"KENDALL COUNTY","Male","Grade 9",417
"2019-2020",20,"KENDALL COUNTY","Female","Grade 10",405
"2019-2020",20,"KENDALL COUNTY","Male","Grade 10",407
"2019-2020",20,"KENDALL COUNTY","Female","Grade 11",350
"2019-2020",20,"KENDALL COUNTY","Male","Grade 11",344
"2019-2020",20,"KENDALL COUNTY","Female","Grade 12",309
"2019-2020",20,"KENDALL COUNTY","Male","Grade 12",328
"2019-2020",02,"KENEDY COUNTY","Female","Pre-kindergarten",6
"2019-2020",02,"KENEDY COUNTY","Male","Pre-kindergarten",5
"2019-2020",02,"KENEDY COUNTY","Female","Kindergarten",5
"2019-2020",02,"KENEDY COUNTY","Male","Kindergarten",3
"2019-2020",02,"KENEDY COUNTY","Female","Grade 1",6
"2019-2020",02,"KENEDY COUNTY","Male","Grade 1",6
"2019-2020",02,"KENEDY COUNTY","Female","Grade 2",3
"2019-2020",02,"KENEDY COUNTY","Male","Grade 2",5
"2019-2020",02,"KENEDY COUNTY","Female","Grade 3",4
"2019-2020",02,"KENEDY COUNTY","Male","Grade 3",4
"2019-2020",02,"KENEDY COUNTY","Female","Grade 4",5
"2019-2020",02,"KENEDY COUNTY","Male","Grade 4",4
"2019-2020",02,"KENEDY COUNTY","Female","Grade 5",3
"2019-2020",02,"KENEDY COUNTY","Male","Grade 5",6
"2019-2020",02,"KENEDY COUNTY","Female","Grade 6",3
"2019-2020",02,"KENEDY COUNTY","Male","Grade 6",5
"2019-2020",17,"KENT COUNTY","Female","Early Education",1
"2019-2020",17,"KENT COUNTY","Female","Pre-kindergarten",4
"2019-2020",17,"KENT COUNTY","Male","Pre-kindergarten",6
"2019-2020",17,"KENT COUNTY","Female","Kindergarten",8
